,name,address,location,amentities,price,rating,no of reviews,city,Check_in_date,Check_out_date
0,Hyatt Regency Lucknow,"Vibhuti Khand, Gomti Nagar, Lucknow, Uttar Pradesh, 226010, India","15 km to city centre
17 km to Lucknow (LKO-Amausi Intl.)",PoolFree parkingAirport transferSpaGymRestaurant,"Rs14,598","Fabulous 8.6
66 Hotels.com guest reviews",,Lucknow,12/02/2021,17/02/2021
1,Renaissance Lucknow Hotel,"Vipin Khand, Gomti Nagar, Lucknow, 226010, India","11 km to city centre
13 km to Lucknow (LKO-Amausi Intl.)",PoolFree parkingAirport transferGymRestaurantBar,"Rs15,700","Superb 9.0
33 Hotels.com guest reviews",,Lucknow,12/02/2021,17/02/2021
2,India Awadh,"4 Sapru Marg, Lucknow, Uttar Pradesh, 226001, India","8.9 km to city centre
12 km to Lucknow (LKO-Amausi Intl.)",Free parkingRestaurantBarKitchenInternet access,"Rs14,598","Very good 8.0
1 Hotels.com guest review",,Lucknow,12/02/2021,17/02/2021
3,India Awadh,"4 Sapru Marg, Lucknow, Uttar Pradesh, 226001, India","8.9 km to city centre
12 km to Lucknow (LKO-Amausi Intl.)",Free parkingRestaurantBarKitchenInternet access,"Rs14,598","Very good 8.0
1 Hotels.com guest review",,Lucknow,12/02/2021,17/02/2021
4,Hotel Nexus,"11 Gurudwara Rd, Lucknow, UP, 226004, India","5.9 km to city centre
9.0 km to Lucknow (LKO-Amausi Intl.)",Free parking,"Rs2,730","Superb 9.0
6 Hotels.com guest reviews",,Lucknow,12/02/2021,17/02/2021
5,Ratana International,"Tedhi Pulia Ring Rd, Lucknow, UP, 226022, India","13 km to city centre
17 km to Lucknow (LKO-Amausi Intl.)",Free parkingPet-friendlyRestaurantMeeting Facilities,"Rs7,000",,,Lucknow,12/02/2021,17/02/2021
6,Ratana International,"Tedhi Pulia Ring Rd, Lucknow, UP, 226022, India","13 km to city centre
17 km to Lucknow (LKO-Amausi Intl.)",Free parkingPet-friendlyRestaurantMeeting Facilities,"Rs7,000",,,Lucknow,12/02/2021,17/02/2021
7,Levana Suites,"18, Madan Mohan Malviya Marg, Lucknow, 226001, India","9.8 km to city centre
13 km to Lucknow (LKO-Amausi Intl.)",Free parkingAirport transferRestaurantBar,"Rs18,898","Very good 8.0
6 Hotels.com guest reviews",,Lucknow,12/02/2021,17/02/2021
8,Ramada by Wyndham Lucknow,"Kanpur Road, Lucknow, 226401, India","18 km to city centre
14 km to Lucknow (LKO-Amausi Intl.)",PoolFree parkingAirport transferSpaGymRestaurant,"Rs9,599","Fabulous 8.8
7 Hotels.com guest reviews",,Lucknow,12/02/2021,17/02/2021
9,OYO 14767 Welcome Inn,"13 13 Ap Sen Rd Cash And Pay Clny, Lucknow, Uttar Pradesh, 226001, India","6.1 km to city centre
8.9 km to Lucknow (LKO-Amausi Intl.)",Bathtub,"Rs3,323",,,Lucknow,12/02/2021,17/02/2021
10,The Piccadily Lucknow,"Sector-B, LDA Colony, Kanpur Road, Lucknow, 226012, India","3.7 km to city centre
4.0 km to Lucknow (LKO-Amausi Intl.)",PoolFree parkingAirport transferGymRestaurantBar,"Rs25,288","Fabulous 8.6
13 Hotels.com guest reviews",,Lucknow,12/02/2021,17/02/2021
11,Hotel Millenia Regency,"Plot No.30, Rehmanpur, Matiyari Chauraha, Chinhat, Faizabad Road, Gomti Nagar, Lucknow, Uttar Pradesh, 227105, India","19 km to city centre
20 km to Lucknow (LKO-Amausi Intl.)",PoolFree parkingAirport transferRestaurantInternet access,"Rs10,500",,,Lucknow,12/02/2021,17/02/2021
12,Hotel Millenia Regency,"Plot No.30, Rehmanpur, Matiyari Chauraha, Chinhat, Faizabad Road, Gomti Nagar, Lucknow, Uttar Pradesh, 227105, India","19 km to city centre
20 km to Lucknow (LKO-Amausi Intl.)",PoolFree parkingAirport transferRestaurantInternet access,"Rs10,500",,,Lucknow,12/02/2021,17/02/2021
13,Hyatt Regency Lucknow,"Vibhuti Khand, Gomti Nagar, Lucknow, Uttar Pradesh, 226010, India","15 km to city centre
17 km to Lucknow (LKO-Amausi Intl.)",PoolFree parkingAirport transferSpaGymRestaurant,"Rs14,598","Fabulous 8.6
66 Hotels.com guest reviews",,Lucknow,12/02/2021,17/02/2021
14,Hotel Maple Delite,"Khasra No 1181, Opp Omaxe City Gate No 2, Amar Shaheed Path, Lucknow, Uttar Pradesh, 226025, India","8.6 km to city centre
3.8 km to Lucknow (LKO-Amausi Intl.)",Free parkingRestaurant,"Rs3,280",,,Lucknow,12/02/2021,17/02/2021
15,"La Place Sarovar Portico, Lucknow","6 Shahnajaf Road, Lucknow, Uttar Pradesh, 226001, India","8.7 km to city centre
12 km to Lucknow (LKO-Amausi Intl.)",Free parkingRestaurantBarMeeting Facilities,"Rs12,105","Fabulous 8.6
12 Hotels.com guest reviews",,Lucknow,12/02/2021,17/02/2021
16,Comfort Hotel Elite,"KANPUR HARDOI BYPASS ROAD, PARA ROAD, Lucknow, UP, 226017, India","2.0 km to city centre
8.5 km to Lucknow (LKO-Amausi Intl.)",Free parkingGymRestaurant,"Rs5,760",,,Lucknow,12/02/2021,17/02/2021
17,Hotel Metro Continental,"3, 4, Munney Lal Dharamshala, Krishna Building, Charbagh, Lucknow, Uttar Pradesh, 226001, India","5.8 km to city centre
8.7 km to Lucknow (LKO-Amausi Intl.)",Free parkingRestaurant,"Rs3,396",,,Lucknow,12/02/2021,17/02/2021
18,Levana Hotel,"72, Mahatma Gandhi Marg, Near Tej Kumar Plaza, Lucknow, Uttar Pradesh, 226001, India","8.5 km to city centre
11 km to Lucknow (LKO-Amausi Intl.)",Free parkingAirport transferSpaGymRestaurantBar,"Rs19,998","5.2
5 Hotels.com guest reviews",,Lucknow,12/02/2021,17/02/2021
19,JB Skyhilton Inn,"JB Emperor square, Bargawn, Lucknow, Uttar Pradesh, 226012, India","4.4 km to city centre
4.2 km to Lucknow (LKO-Amausi Intl.)",Free parkingRestaurantBar,"Rs11,000","Good 6.6
3 Hotels.com guest reviews",,Lucknow,12/02/2021,17/02/2021
20,Hotel Ranbirs,"CP-125 Viraj Khand Rd, Viraj Khand, Gomti Rd, Opposite Sahara Hospital, Lucknow, Uttar Pradesh, 226010, India","16 km to city centre
17 km to Lucknow (LKO-Amausi Intl.)",Free parkingGymRestaurantBar,"Rs14,286","Very good 8.0
1 Hotels.com guest review",,Lucknow,12/02/2021,17/02/2021
21,Lemon Tree Hotel Lucknow,"Kanpur - Lucknow Road, Bag No 2 Saheed Path Chauraha, Lucknow, Uttar Pradesh, 226023, India","4.9 km to city centre
1.6 km to Lucknow (LKO-Amausi Intl.)",PoolFree parkingGymRestaurantBarBathtub,"Rs13,513","Good 7.0
4 Hotels.com guest reviews",,Lucknow,12/02/2021,17/02/2021
22,Treebo Trend Shivam inn,"2/282 Virat Khand, Near Hanniman, Crossing, Gomti Nagar, Lucknow, 226010, India","16 km to city centre
17 km to Lucknow (LKO-Amausi Intl.)",Free parkingRestaurant,"Rs5,482","Exceptional 10.0
2 Hotels.com guest reviews",,Lucknow,12/02/2021,17/02/2021
23,Treebo Trend Shivam inn,"2/282 Virat Khand, Near Hanniman, Crossing, Gomti Nagar, Lucknow, 226010, India","16 km to city centre
17 km to Lucknow (LKO-Amausi Intl.)",Free parkingRestaurant,"Rs5,482","Exceptional 10.0
2 Hotels.com guest reviews",,Lucknow,12/02/2021,17/02/2021
24,Cygnett Park Di- Arch,"Transport Nagar Metro Station, Adjacent CCS Airport, Lucknow, 226012, India","4.9 km to city centre
1.6 km to Lucknow (LKO-Amausi Intl.)",Free parkingSpaGymRestaurant,"Rs7,200","Very good 8.0
3 Hotels.com guest reviews",,Lucknow,12/02/2021,17/02/2021
25,Golden Tulip Lucknow,"6 Station Road, Lucknow, Uttar Pradesh, 226001, India","7.0 km to city centre
9.5 km to Lucknow (LKO-Amausi Intl.)",Free parkingAirport transferSpaGymRestaurantBar,"Rs17,199","Very good 8.0
25 Hotels.com guest reviews",,Lucknow,12/02/2021,17/02/2021
26,Novotel Lucknow Gomti Nagar Hotel,"Viraj Khand, Gomti Nagar, Lucknow, Uttar Pradesh, 226010, India","16 km to city centre
17 km to Lucknow (LKO-Amausi Intl.)",PoolFree parkingAirport transferSpaGymRestaurant,"Rs14,298","Superb 9.0
25 Hotels.com guest reviews",,Lucknow,12/02/2021,17/02/2021
27,Renaissance Lucknow Hotel,"Vipin Khand, Gomti Nagar, Lucknow, 226010, India","11 km to city centre
13 km to Lucknow (LKO-Amausi Intl.)",PoolFree parkingAirport transferGymRestaurantBar,"Rs15,700","Superb 9.0
33 Hotels.com guest reviews",,Lucknow,12/02/2021,17/02/2021
28,OYO 6842 Garden Gates Inn,"43116, Viraj Khand, Lucknow, 226010, India","17 km to city centre
17 km to Lucknow (LKO-Amausi Intl.)",Bathtub,"Rs22,276",,,Lucknow,12/02/2021,17/02/2021
29,OYO 19996 4 Season,"192 Faizabad Rd Chinhat Semra, Near Bbd College Lucknow, Lucknow, Uttar Pradesh, 227105, India","20 km to city centre
22 km to Lucknow (LKO-Amausi Intl.)",Bathtub,"Rs8,754",,,Lucknow,12/02/2021,17/02/2021
30,OYO 13478 Hotel Surabhi Garden,"11689 Viraj Khand, Gomti Nagar, Lucknow, Uttar Pradesh, 226010, India","17 km to city centre
18 km to Lucknow (LKO-Amausi Intl.)",Restaurant,"Rs8,754",,,Lucknow,12/02/2021,17/02/2021
31,Ginger Hotel Lucknow,"CP-75, Viraj Khand, Gomti Nagar, Landmark- Opposite Sahara Hospital, Lucknow, Uttar Pradesh, 226010, India","16 km to city centre
17 km to Lucknow (LKO-Amausi Intl.)",Free parkingAirport transferGymRestaurant,"Rs6,398",,,Lucknow,12/02/2021,17/02/2021
32,OYO 11046 Hotel Lake View,"1/341, Lucknow, 226010, India","17 km to city centre
19 km to Lucknow (LKO-Amausi Intl.)",BathtubInternet access,"Rs22,276",,,Lucknow,12/02/2021,17/02/2021
33,Clarks Avadh,"8 Mahatama Gandhi Marg, Lucknow, Uttar Pradesh, 226 001, India","6.1 km to city centre
10 km to Lucknow (LKO-Amausi Intl.)",PoolFree parkingGymRestaurantBar,"Rs12,832","Good 7.2
12 Hotels.com guest reviews",,Lucknow,12/02/2021,17/02/2021
34,Clarks Avadh,"8 Mahatama Gandhi Marg, Lucknow, Uttar Pradesh, 226 001, India","6.1 km to city centre
10 km to Lucknow (LKO-Amausi Intl.)",PoolFree parkingGymRestaurantBar,"Rs12,832","Good 7.2
12 Hotels.com guest reviews",,Lucknow,12/02/2021,17/02/2021
35,OYO 5285 Apartment Impact Associates,"Tower No 1,Flat No 1002, Parasvnath Planet Vibhuti Khand, Lucknow, 226010, India","15 km to city centre
17 km to Lucknow (LKO-Amausi Intl.)",Free parkingBathtub,"Rs22,276",,,Lucknow,12/02/2021,17/02/2021
36,Sapna Clarks Inn,"CP-3, Sector 11, Vikas Nagar, Ring Road, Lucknow, Uttar Pradesh, 226022, India","10 km to city centre
13 km to Lucknow (LKO-Amausi Intl.)",Free parkingAirport transferRestaurantBarConnecting rooms available,"Rs5,500",,,Lucknow,12/02/2021,17/02/2021
37,The Grand Radiant,"36, cantt road, near odean cinema, Lucknow, 226001, India","7.5 km to city centre
10 km to Lucknow (LKO-Amausi Intl.)",Free parkingAirport transferRestaurantMeeting Facilities,"Rs5,400","Superb 9.0
2 Hotels.com guest reviews",,Lucknow,12/02/2021,17/02/2021
38,OYO 28356 True Power,"3/143,Vikas Khand Near Mayo Hospital, Gomti Nagar, Lucknow, Uttar Pradesh, 226010, India","13 km to city centre
15 km to Lucknow (LKO-Amausi Intl.)",Bathtub,"Rs3,806",,,Lucknow,12/02/2021,17/02/2021
39,ANR Hotels,"76/18 NAKA HINDOLA GURUDWARA ROAD, OPP HDFC BANK LUCKNOW, Lucknow, UTTAR PRADESH, 226004, India","5.9 km to city centre
9.0 km to Lucknow (LKO-Amausi Intl.)",Free parkingRestaurantInternet access,"Rs5,000","Good 7.0
2 Hotels.com guest reviews",,Lucknow,12/02/2021,17/02/2021
40,Deep Clarks Inn Lucknow,"Faizabad Rd, Gomti Nagar, Lucknow, Uttar Pradesh, 226010, India","18 km to city centre
20 km to Lucknow (LKO-Amausi Intl.)",Free parkingRestaurant,"Rs4,400","Good 7.0
2 Hotels.com guest reviews",,Lucknow,12/02/2021,17/02/2021
41,Hotel Europe Plaza,"R 8 Metro CharBagh Gate No 1, Lucknow, Uttar Pradesh, 226004, India","5.9 km to city centre
8.6 km to Lucknow (LKO-Amausi Intl.)",Free parkingAirport transfer,"Rs3,740","Good 6.0
2 Hotels.com guest reviews",,Lucknow,12/02/2021,17/02/2021
42,Treebo Trend Resto,"82/22 B, Guru Gobindsingh Marg, Lalkuan, Lucknow, Uttar Pradesh, 226018, India","6.4 km to city centre
9.3 km to Lucknow (LKO-Amausi Intl.)",,"Rs2,892","Good 7.6
4 Hotels.com guest reviews",,Lucknow,12/02/2021,17/02/2021
43,OYO 49061 Hotel Green Retreat,"Malhaur, Malhaur, Lucknow, Uttar Pradesh, 226010, India","19 km to city centre
19 km to Lucknow (LKO-Amausi Intl.)",Bathtub,"Rs2,229",,,Lucknow,12/02/2021,17/02/2021
44,OYO 6844 Hotel Impact,"Near Singapore Mall, Gomti Nagar, Lucknow, Uttar Pradesh, 226010, India","16 km to city centre
17 km to Lucknow (LKO-Amausi Intl.)",RestaurantBathtub,"Rs6,366",,,Lucknow,12/02/2021,17/02/2021
45,OYO 6844 Hotel Impact,"Near Singapore Mall, Gomti Nagar, Lucknow, Uttar Pradesh, 226010, India","16 km to city centre
17 km to Lucknow (LKO-Amausi Intl.)",RestaurantBathtub,"Rs6,366",,,Lucknow,12/02/2021,17/02/2021
46,OYO 23009 Hotel Maxx,"1 M K Plaza Pandariba Char Bagh, Gurudwara Rd Cash & Pay Colony Charbagh, Lucknow, Uttar Pradesh, 226004, India","5.7 km to city centre
8.6 km to Lucknow (LKO-Amausi Intl.)",Bathtub,"Rs4,312",,,Lucknow,12/02/2021,17/02/2021
47,Hotel Deep Avadh,"Aminabad Road Near-naka, Hindola Chaurah, Lucknow, Uttar Pradesh, 226001, India","5.8 km to city centre
9.0 km to Lucknow (LKO-Amausi Intl.)",Parking availableRestaurantBar,"Rs3,350","Very good 8.0
3 Hotels.com guest reviews",,Lucknow,12/02/2021,17/02/2021
48,Hotel Deep Palace,"12 Cantt Road, Lucknow, UP, 226001, India","7.5 km to city centre
9.9 km to Lucknow (LKO-Amausi Intl.)",Free parkingAirport transferRestaurantBarBathtub,"Rs3,400",,,Lucknow,12/02/2021,17/02/2021
49,Central Hotel,"Opp Jhandewala park, (Underground parking) Aminabad, Lucknow, UP, 226018, India","6.8 km to city centre
10 km to Lucknow (LKO-Amausi Intl.)",Parking availableRestaurantInternet accessMeeting Facilities,"Rs2,980","Good 6.4
9 Hotels.com guest reviews",,Lucknow,12/02/2021,17/02/2021
50,Hotel Aryan,"Near Nehru Enclave, Bari Jugauli,, Lohia Park Chauraha, Gomti Nagar,, Lucknow, Uttar Pradesh, 226010, India","12 km to city centre
14 km to Lucknow (LKO-Amausi Intl.)",Free parking,"Rs1,798",,,Lucknow,12/02/2021,17/02/2021
51,Hotel Sunrise Inn,"CP 1/2 , VIKASH KHAND, GOMTINAGAR, Lucknow, UTTAR PRADESH, 226010, India","14 km to city centre
15 km to Lucknow (LKO-Amausi Intl.)",Free parkingAirport transfer,"Rs5,000",,,Lucknow,12/02/2021,17/02/2021
52,OYO 8243 Climat Inn,"Plot No. 2-117, Vastu Khand,Gomti Nagar, Lucknow, 226010, India","17 km to city centre
18 km to Lucknow (LKO-Amausi Intl.)",Free parkingBathtub,"Rs3,462",,,Lucknow,12/02/2021,17/02/2021
53,OYO 35484 Travellers inn,"3/11,Nr Kathauta Chauraha, Vastu Khand, Gomti Nagar, Lucknow, Uttar Pradesh, 226010, India","17 km to city centre
18 km to Lucknow (LKO-Amausi Intl.)",RestaurantBathtub,"Rs3,002",,,Lucknow,12/02/2021,17/02/2021
54,OYO 24232 Mj International,"92/180 Opp Old Rto, New Gautam Budh Marg, Ashok Nagar, Naka Hindola, Lucknow, Uttar Pradesh, 226018, India","6.2 km to city centre
9.3 km to Lucknow (LKO-Amausi Intl.)",Free parkingBathtubKitchen,"Rs2,602",,,Lucknow,12/02/2021,17/02/2021
55,OYO 8379 Hotel Kamal,"55/123 Chitwapur Station Road, Near Vikasdeep Building Hussain Ganj, Lucknow, Uttar Pradesh, 226001, India","7.0 km to city centre
9.4 km to Lucknow (LKO-Amausi Intl.)",Bathtub,"Rs1,882",,,Lucknow,12/02/2021,17/02/2021
56,OYO 8379 Hotel Kamal,"55/123 Chitwapur Station Road, Near Vikasdeep Building Hussain Ganj, Lucknow, Uttar Pradesh, 226001, India","7.0 km to city centre
9.4 km to Lucknow (LKO-Amausi Intl.)",Bathtub,"Rs1,882",,,Lucknow,12/02/2021,17/02/2021
57,Clarks Collection Lucknow Gomti Nagar,"C-57, Viraj Khand, Gomti Nagar, Lucknow, 226010, India","16 km to city centre
17 km to Lucknow (LKO-Amausi Intl.)",Airport transferGymRestaurantInternet access,"Rs6,500",,,Lucknow,12/02/2021,17/02/2021
58,Treebo Metro Inn,"331 Chauraha Near Amar Sahid Path, Faizabad Rd, Kamta, Lucknow, 227105, India","16 km to city centre
18 km to Lucknow (LKO-Amausi Intl.)",Free parkingAirport transferRestaurant,"Rs3,546",,,Lucknow,12/02/2021,17/02/2021
59,Desire Villa,"Lucknow, Uttar Pradesh, India","13 km to city centre
11 km to Lucknow (LKO-Amausi Intl.)",PoolFree parkingPet-friendlyAirport transferRestaurantBar,"Rs2,677",,,Lucknow,12/02/2021,17/02/2021
60,Elite Suites Mint Gomti Nagar,"No. 5/429 Viraj Khand, Gomti Nagar, Near Amity International School, Lucknow, Uttar Pradesh, 226010, India","17 km to city centre
18 km to Lucknow (LKO-Amausi Intl.)",Free parkingGymRestaurant,"Rs6,999",,,Lucknow,12/02/2021,17/02/2021
61,OYO 13234 Hotel Mahak,"105a Shanti Nagar, Sarojini Nagar, Lucknow, Uttar Pradesh, 226008, India","6.9 km to city centre
1.5 km to Lucknow (LKO-Amausi Intl.)",Free parking,"Rs3,777",,,Lucknow,12/02/2021,17/02/2021
62,OYO 7162 Home Stay Shikhar Paradise,"plot no. 3-171,vishal khand, near shankar chauraha, gomti nagar, Lucknow, Uttar Pradesh, 226010, India","13 km to city centre
14 km to Lucknow (LKO-Amausi Intl.)",Free parking,"Rs3,157",,,Lucknow,12/02/2021,17/02/2021
63,OYO 14615 Aastha Krishna Dham,"J-8 Aastha Krishna Dham, Sector J, Ashiyana, Lucknow, 226012, India","6.0 km to city centre
5.1 km to Lucknow (LKO-Amausi Intl.)",Meeting Facilities,"Rs2,971",,,Lucknow,12/02/2021,17/02/2021
64,OYO 23207 Hotel Raj Shree,"C-3/142 Aashiyana Power House Chauraha, Sec-H Lda Clny Kanpur Rd, Lucknow, Uttar Pradesh, 226012, India","5.5 km to city centre
3.8 km to Lucknow (LKO-Amausi Intl.)",Bathtub,"Rs5,522",,,Lucknow,12/02/2021,17/02/2021
65,OYO 19004 Hotel Gagan,"72/6 Munney Lal Dharmsala Road, Near Mohan Hotel, Lucknow, Uttar Pradesh, 226004, India","5.9 km to city centre
8.7 km to Lucknow (LKO-Amausi Intl.)",Free parkingBathtub,"Rs3,363",,,Lucknow,12/02/2021,17/02/2021
